degree,numGrp,delta,isKM02,isKM08,isKM08_v2,time
2,2,"{ 1 }",true,false,true,0.000
2,2,"{ 2 }",true,false,true,0.000
3,3,"{ 1 }",true,false,true,0.000
3,3,"{ 2 }",true,false,true,0.000
3,3,"{ 3 }",true,false,true,0.000
3,4,"{ 1, 3 }",true,true,true,0.000
3,4,"{ 2, 3 }",true,true,true,0.000
3,4,"{ 1, 2 }",true,true,true,0.000
4,5,"{ 2, 3, 4 }",true,true,true,0.000
4,5,"{ 1, 2, 4 }",true,true,true,0.000
4,5,"{ 1, 2, 3 }",true,true,true,0.000
4,5,"{ 1, 3, 4 }",true,true,true,0.000
4,6,"{ 2, 3, 4 }",true,true,true,0.000
4,6,"{ 1, 2, 4 }",true,true,true,0.000
4,6,"{ 1, 2, 3 }",true,true,true,0.000
4,6,"{ 1, 3, 4 }",true,true,true,0.000
5,7,"{ 1 }",true,false,true,0.000
5,7,"{ 2 }",true,false,true,0.000
5,7,"{ 3 }",true,false,true,0.000
5,7,"{ 4 }",true,false,true,0.000
5,7,"{ 5 }",true,false,true,0.000
5,8,"{ 1, 3 }",true,false,true,0.010
5,8,"{ 2, 5 }",true,false,true,0.010
5,8,"{ 1, 5 }",true,false,true,0.010
5,8,"{ 1, 4 }",true,false,true,0.010
5,8,"{ 4, 5 }",true,false,true,0.010
5,8,"{ 2, 4 }",true,false,true,0.010
5,8,"{ 1, 2 }",true,false,true,0.010
5,8,"{ 2, 3 }",true,false,true,0.010
5,8,"{ 3, 4 }",true,false,true,0.010
5,8,"{ 3, 5 }",true,false,true,0.010
5,9,"{ 1, 2, 4, 5 }",true,true,true,0.000
5,9,"{ 2, 3, 4, 5 }",true,true,true,0.000
5,9,"{ 1, 3, 4, 5 }",true,true,true,0.000
5,9,"{ 1, 2, 3, 5 }",true,true,true,0.000
5,9,"{ 1, 2, 3, 4 }",true,true,true,0.000
5,10,"{ 1, 2, 4, 5 }",true,true,true,0.000
5,10,"{ 2, 3, 4, 5 }",true,true,true,0.000
5,10,"{ 1, 3, 4, 5 }",true,true,true,0.000
5,10,"{ 1, 2, 3, 5 }",true,true,true,0.000
5,10,"{ 1, 2, 3, 4 }",true,true,true,0.000
5,11,"{ 1, 2, 4, 5 }",true,true,true,0.000
5,11,"{ 2, 3, 4, 5 }",true,true,true,0.000
5,11,"{ 1, 3, 4, 5 }",true,true,true,0.000
5,11,"{ 1, 2, 3, 5 }",true,true,true,0.000
5,11,"{ 1, 2, 3, 4 }",true,true,true,0.000
6,12,"{ 1, 3, 4, 5, 6 }",true,true,true,0.000
6,12,"{ 2, 3, 4, 5, 6 }",true,true,true,0.000
6,12,"{ 1, 2, 3, 4, 6 }",true,true,true,0.000
6,12,"{ 1, 2, 4, 5, 6 }",true,true,true,0.000
6,12,"{ 1, 2, 3, 5, 6 }",true,true,true,0.000
6,12,"{ 1, 2, 3, 4, 5 }",true,true,true,0.000
6,13,"{ 1, 3, 4, 5, 6 }",true,true,true,0.000
6,13,"{ 2, 3, 4, 5, 6 }",true,true,true,0.000
6,13,"{ 1, 2, 3, 4, 6 }",true,true,true,0.000
6,13,"{ 1, 2, 4, 5, 6 }",true,true,true,0.000
6,13,"{ 1, 2, 3, 5, 6 }",true,true,true,0.000
6,13,"{ 1, 2, 3, 4, 5 }",true,true,true,0.000
6,14,"{ 1, 3, 4, 5, 6 }",true,true,true,0.010
6,14,"{ 2, 3, 4, 5, 6 }",true,true,true,0.010
6,14,"{ 1, 2, 3, 4, 6 }",true,true,true,0.010
6,14,"{ 1, 2, 4, 5, 6 }",true,true,true,0.010
6,14,"{ 1, 2, 3, 5, 6 }",true,true,true,0.010
6,14,"{ 1, 2, 3, 4, 5 }",true,true,true,0.010
6,15,"{ 1, 3, 4, 5, 6 }",true,true,true,0.020
6,15,"{ 2, 3, 4, 5, 6 }",true,true,true,0.020
6,15,"{ 1, 2, 3, 4, 6 }",true,true,true,0.020
6,15,"{ 1, 2, 4, 5, 6 }",true,true,true,0.020
6,15,"{ 1, 2, 3, 5, 6 }",true,true,true,0.020
6,15,"{ 1, 2, 3, 4, 5 }",true,true,true,0.020
7,16,"{ 1 }",true,false,true,0.000
7,16,"{ 2 }",true,false,true,0.000
7,16,"{ 3 }",true,false,true,0.000
7,16,"{ 4 }",true,false,true,0.000
7,16,"{ 7 }",true,false,true,0.000
7,16,"{ 5 }",true,false,true,0.000
7,16,"{ 6 }",true,false,true,0.000
7,17,"{ 4, 6 }",true,false,true,0.000
7,17,"{ 3, 5 }",true,false,true,0.000
7,17,"{ 2, 6 }",true,false,true,0.000
7,17,"{ 2, 3 }",true,false,true,0.000
7,17,"{ 6, 7 }",true,false,true,0.000
7,17,"{ 3, 6 }",true,false,true,0.000
7,17,"{ 4, 5 }",true,false,true,0.000
7,17,"{ 5, 6 }",true,false,true,0.000
7,17,"{ 3, 4 }",true,false,true,0.000
7,17,"{ 1, 3 }",true,false,true,0.000
7,17,"{ 1, 4 }",true,false,true,0.000
7,17,"{ 1, 2 }",true,false,true,0.000
7,17,"{ 2, 5 }",true,false,true,0.000
7,17,"{ 4, 7 }",true,false,true,0.000
7,17,"{ 5, 7 }",true,false,true,0.000
7,17,"{ 1, 5 }",true,false,true,0.000
7,17,"{ 2, 7 }",true,false,true,0.000
7,17,"{ 1, 6 }",true,false,true,0.000
7,17,"{ 3, 7 }",true,false,true,0.000
7,17,"{ 2, 4 }",true,false,true,0.000
7,17,"{ 1, 7 }",true,false,true,0.000
7,18,"{ 3, 4, 6 }",true,true,true,0.000
7,18,"{ 1, 3, 4 }",true,true,true,0.000
7,18,"{ 3, 5, 6 }",true,true,true,0.000
7,18,"{ 2, 4, 5 }",true,true,true,0.000
7,18,"{ 2, 3, 5 }",true,true,true,0.000
7,18,"{ 4, 5, 7 }",true,true,true,0.000
7,18,"{ 4, 6, 7 }",true,true,true,0.000
7,18,"{ 1, 5, 6 }",true,true,true,0.000
7,18,"{ 1, 5, 7 }",true,true,true,0.000
7,18,"{ 1, 2, 6 }",true,true,true,0.000
7,18,"{ 2, 6, 7 }",true,true,true,0.000
7,18,"{ 1, 2, 4 }",true,true,true,0.000
7,18,"{ 2, 3, 7 }",true,true,true,0.000
7,18,"{ 1, 3, 7 }",true,true,true,0.000
7,19,"{ 1, 2, 4, 5, 6, 7 }",true,true,true,0.000
7,19,"{ 1, 2, 3, 5, 6, 7 }",true,true,true,0.000
7,19,"{ 1, 2, 3, 4, 5, 7 }",true,true,true,0.000
7,19,"{ 2, 3, 4, 5, 6, 7 }",true,true,true,0.000
7,19,"{ 1, 2, 3, 4, 5, 6 }",true,true,true,0.000
7,19,"{ 1, 2, 3, 4, 6, 7 }",true,true,true,0.000
7,19,"{ 1, 3, 4, 5, 6, 7 }",true,true,true,0.000
7,20,"{ 1, 2, 4, 5, 6, 7 }",true,true,true,0.020
7,20,"{ 1, 2, 3, 5, 6, 7 }",true,true,true,0.020
7,20,"{ 1, 2, 3, 4, 5, 7 }",true,true,true,0.020
7,20,"{ 2, 3, 4, 5, 6, 7 }",true,true,true,0.020
7,20,"{ 1, 2, 3, 4, 5, 6 }",true,true,true,0.020
7,20,"{ 1, 2, 3, 4, 6, 7 }",true,true,true,0.020
7,20,"{ 1, 3, 4, 5, 6, 7 }",true,true,true,0.020
7,21,"{ 1, 2, 4, 5, 6, 7 }",true,true,true,0.070
7,21,"{ 1, 2, 3, 5, 6, 7 }",true,true,true,0.070
7,21,"{ 1, 2, 3, 4, 5, 7 }",true,true,true,0.070
7,21,"{ 2, 3, 4, 5, 6, 7 }",true,true,true,0.070
7,21,"{ 1, 2, 3, 4, 5, 6 }",true,true,true,0.070
7,21,"{ 1, 2, 3, 4, 6, 7 }",true,true,true,0.070
7,21,"{ 1, 3, 4, 5, 6, 7 }",true,true,true,0.070
7,22,"{ 1, 2, 4, 5, 6, 7 }",true,true,true,0.120
7,22,"{ 1, 2, 3, 5, 6, 7 }",true,true,true,0.120
7,22,"{ 1, 2, 3, 4, 5, 7 }",true,true,true,0.120
7,22,"{ 2, 3, 4, 5, 6, 7 }",true,true,true,0.120
7,22,"{ 1, 2, 3, 4, 5, 6 }",true,true,true,0.120
7,22,"{ 1, 2, 3, 4, 6, 7 }",true,true,true,0.120
7,22,"{ 1, 3, 4, 5, 6, 7 }",true,true,true,0.120
8,23,"{ 1, 2, 3, 4, 5, 6, 8 }",true,true,true,0.000
8,23,"{ 1, 2, 3, 4, 5, 7, 8 }",true,true,true,0.000
8,23,"{ 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,23,"{ 1, 2, 3, 4, 5, 6, 7 }",true,true,true,0.000
8,23,"{ 1, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,23,"{ 1, 2, 3, 4, 6, 7, 8 }",true,true,true,0.000
8,23,"{ 1, 2, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,23,"{ 1, 2, 3, 5, 6, 7, 8 }",true,true,true,0.000
8,24,"{ 1, 2, 3, 4, 5, 6, 8 }",true,true,true,0.010
8,24,"{ 1, 2, 3, 4, 5, 7, 8 }",true,true,true,0.010
8,24,"{ 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.010
8,24,"{ 1, 2, 3, 4, 5, 6, 7 }",true,true,true,0.010
8,24,"{ 1, 3, 4, 5, 6, 7, 8 }",true,true,true,0.010
8,24,"{ 1, 2, 3, 4, 6, 7, 8 }",true,true,true,0.010
8,24,"{ 1, 2, 4, 5, 6, 7, 8 }",true,true,true,0.010
8,24,"{ 1, 2, 3, 5, 6, 7, 8 }",true,true,true,0.010
8,25,"{ 1, 2, 3, 4, 5, 6, 8 }",true,true,true,0.040
8,25,"{ 1, 2, 3, 4, 5, 7, 8 }",true,true,true,0.040
8,25,"{ 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.040
8,25,"{ 1, 2, 3, 4, 5, 6, 7 }",true,true,true,0.040
8,25,"{ 1, 3, 4, 5, 6, 7, 8 }",true,true,true,0.040
8,25,"{ 1, 2, 3, 4, 6, 7, 8 }",true,true,true,0.040
8,25,"{ 1, 2, 4, 5, 6, 7, 8 }",true,true,true,0.040
8,25,"{ 1, 2, 3, 5, 6, 7, 8 }",true,true,true,0.040
8,26,"{ 1, 2, 3, 4, 5, 6, 8 }",true,true,true,0.000
8,26,"{ 1, 2, 3, 4, 5, 7, 8 }",true,true,true,0.000
8,26,"{ 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,26,"{ 1, 2, 3, 4, 5, 6, 7 }",true,true,true,0.000
8,26,"{ 1, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,26,"{ 1, 2, 3, 4, 6, 7, 8 }",true,true,true,0.000
8,26,"{ 1, 2, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,26,"{ 1, 2, 3, 5, 6, 7, 8 }",true,true,true,0.000
8,27,"{ 1, 2, 3, 4, 5, 6, 8 }",true,true,true,0.000
8,27,"{ 1, 2, 3, 4, 5, 7, 8 }",true,true,true,0.000
8,27,"{ 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,27,"{ 1, 2, 3, 4, 5, 6, 7 }",true,true,true,0.000
8,27,"{ 1, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,27,"{ 1, 2, 3, 4, 6, 7, 8 }",true,true,true,0.000
8,27,"{ 1, 2, 4, 5, 6, 7, 8 }",true,true,true,0.000
8,27,"{ 1, 2, 3, 5, 6, 7, 8 }",true,true,true,0.000
8,28,"{ 1, 2, 3, 4, 5, 6, 8 }",true,true,true,0.460
8,28,"{ 1, 2, 3, 4, 5, 7, 8 }",true,true,true,0.460
8,28,"{ 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.460
8,28,"{ 1, 2, 3, 4, 5, 6, 7 }",true,true,true,0.460
8,28,"{ 1, 3, 4, 5, 6, 7, 8 }",true,true,true,0.460
8,28,"{ 1, 2, 3, 4, 6, 7, 8 }",true,true,true,0.460
8,28,"{ 1, 2, 4, 5, 6, 7, 8 }",true,true,true,0.460
8,28,"{ 1, 2, 3, 5, 6, 7, 8 }",true,true,true,0.460
8,29,"{ 1, 2, 3, 4, 5, 6, 8 }",true,true,true,0.910
8,29,"{ 1, 2, 3, 4, 5, 7, 8 }",true,true,true,0.910
8,29,"{ 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.910
8,29,"{ 1, 2, 3, 4, 5, 6, 7 }",true,true,true,0.910
8,29,"{ 1, 3, 4, 5, 6, 7, 8 }",true,true,true,0.910
8,29,"{ 1, 2, 3, 4, 6, 7, 8 }",true,true,true,0.910
8,29,"{ 1, 2, 4, 5, 6, 7, 8 }",true,true,true,0.910
8,29,"{ 1, 2, 3, 5, 6, 7, 8 }",true,true,true,0.910
9,30,"{ 5, 6, 8, 9 }",true,false,true,0.000
9,30,"{ 1, 2, 7, 8 }",true,false,true,0.000
9,30,"{ 1, 3, 7, 9 }",true,false,true,0.000
9,30,"{ 2, 3, 4, 7 }",true,false,true,0.000
9,30,"{ 1, 5, 6, 7 }",true,false,true,0.000
9,30,"{ 2, 5, 7, 9 }",true,false,true,0.000
9,30,"{ 1, 4, 8, 9 }",true,false,true,0.000
9,30,"{ 1, 2, 4, 5 }",true,false,true,0.000
9,30,"{ 1, 3, 4, 6 }",true,false,true,0.000
9,30,"{ 1, 3, 5, 8 }",true,false,true,0.000
9,30,"{ 4, 6, 7, 9 }",true,false,true,0.000
9,30,"{ 3, 6, 7, 8 }",true,false,true,0.000
9,30,"{ 2, 3, 8, 9 }",true,false,true,0.000
9,30,"{ 4, 5, 7, 8 }",true,false,true,0.000
9,30,"{ 3, 4, 5, 9 }",true,false,true,0.000
9,30,"{ 2, 3, 5, 6 }",true,false,true,0.000
9,30,"{ 1, 2, 6, 9 }",true,false,true,0.000
9,30,"{ 2, 4, 6, 8 }",true,false,true,0.000
9,31,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,31,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
9,31,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,0.000
9,31,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,31,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,31,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,31,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,0.000
9,31,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,0.000
9,31,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,0.000
9,32,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,32,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.010
9,32,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,0.010
9,32,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,32,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,32,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,32,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,0.010
9,32,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,0.010
9,32,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,0.010
9,33,"{ 5, 6, 8, 9 }",true,false,true,0.010
9,33,"{ 1, 2, 7, 8 }",true,false,true,0.010
9,33,"{ 1, 3, 7, 9 }",true,false,true,0.010
9,33,"{ 2, 3, 4, 7 }",true,false,true,0.010
9,33,"{ 1, 5, 6, 7 }",true,false,true,0.010
9,33,"{ 2, 5, 7, 9 }",true,false,true,0.010
9,33,"{ 1, 4, 8, 9 }",true,false,true,0.010
9,33,"{ 1, 2, 4, 5 }",true,false,true,0.010
9,33,"{ 1, 3, 4, 6 }",true,false,true,0.010
9,33,"{ 1, 3, 5, 8 }",true,false,true,0.010
9,33,"{ 4, 6, 7, 9 }",true,false,true,0.010
9,33,"{ 3, 6, 7, 8 }",true,false,true,0.010
9,33,"{ 2, 3, 8, 9 }",true,false,true,0.010
9,33,"{ 4, 5, 7, 8 }",true,false,true,0.010
9,33,"{ 3, 4, 5, 9 }",true,false,true,0.010
9,33,"{ 2, 3, 5, 6 }",true,false,true,0.010
9,33,"{ 1, 2, 6, 9 }",true,false,true,0.010
9,33,"{ 2, 4, 6, 8 }",true,false,true,0.010
9,34,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,34,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
9,34,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,0.000
9,34,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,34,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,34,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,34,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,0.000
9,34,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,0.000
9,34,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,0.000
9,35,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,35,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.000
9,35,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,0.000
9,35,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,35,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,35,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,0.000
9,35,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,0.000
9,35,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,0.000
9,35,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,0.000
9,36,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,36,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.010
9,36,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,0.010
9,36,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,36,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,36,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,36,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,0.010
9,36,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,0.010
9,36,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,0.010
9,37,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,37,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.010
9,37,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,0.010
9,37,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,37,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,37,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,0.010
9,37,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,0.010
9,37,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,0.010
9,37,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,0.010
9,38,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.040
9,38,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,0.040
9,38,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,0.040
9,38,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,0.040
9,38,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,0.040
9,38,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,0.040
9,38,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,0.040
9,38,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,0.040
9,38,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,0.040
9,39,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,4.400
9,39,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,4.400
9,39,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,4.400
9,39,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,4.400
9,39,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,4.400
9,39,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,4.400
9,39,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,4.400
9,39,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,4.400
9,39,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,4.400
9,40,"{ 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,9.480
9,40,"{ 1, 2, 3, 4, 5, 6, 7, 8 }",true,true,true,9.480
9,40,"{ 1, 2, 3, 4, 6, 7, 8, 9 }",true,true,true,9.480
9,40,"{ 1, 2, 3, 5, 6, 7, 8, 9 }",true,true,true,9.480
9,40,"{ 1, 3, 4, 5, 6, 7, 8, 9 }",true,true,true,9.480
9,40,"{ 1, 2, 4, 5, 6, 7, 8, 9 }",true,true,true,9.480
9,40,"{ 1, 2, 3, 4, 5, 7, 8, 9 }",true,true,true,9.480
9,40,"{ 1, 2, 3, 4, 5, 6, 8, 9 }",true,true,true,9.480
9,40,"{ 1, 2, 3, 4, 5, 6, 7, 9 }",true,true,true,9.480
10,41,"{ 1, 4, 5, 6, 9, 10 }",true,false,true,0.010
10,41,"{ 1, 4, 7 }",true,false,true,0.010
10,41,"{ 1, 3, 6 }",true,false,true,0.010
10,41,"{ 1, 2, 4, 6, 8, 10 }",true,false,true,0.010
10,41,"{ 3, 4, 6, 7, 8, 9 }",true,false,true,0.010
10,41,"{ 1, 3, 5, 7, 8, 10 }",true,false,true,0.010
10,41,"{ 3, 4, 10 }",true,false,true,0.010
10,41,"{ 1, 2, 5 }",true,false,true,0.010
10,41,"{ 5, 6, 8 }",true,false,true,0.010
10,41,"{ 2, 4, 5, 7, 8, 10 }",true,false,true,0.010
10,41,"{ 1, 2, 6, 7, 8, 9 }",true,false,true,0.010
10,41,"{ 1, 3, 4, 5, 8, 9 }",true,false,true,0.010
10,41,"{ 1, 2, 3, 7, 9, 10 }",true,false,true,0.010
10,41,"{ 2, 3, 8 }",true,false,true,0.010
10,41,"{ 6, 7, 10 }",true,false,true,0.010
10,41,"{ 2, 3, 4, 5, 6, 7 }",true,false,true,0.010
10,41,"{ 2, 4, 9 }",true,false,true,0.010
10,41,"{ 2, 3, 5, 6, 9, 10 }",true,false,true,0.010
10,41,"{ 8, 9, 10 }",true,false,true,0.010
