degree,numGrp,alpha,delta,isSelfPaired,isGrphKM,time
2,2,1,"{ 2 }",true,true,0.000
2,2,2,"{ 1 }",true,true,0.000
3,3,1,"{ 2 }",false,false,0.000
3,3,1,"{ 3 }",false,false,0.000
3,3,2,"{ 1 }",false,false,0.000
3,3,2,"{ 3 }",false,false,0.000
3,3,3,"{ 1 }",false,false,0.000
3,3,3,"{ 2 }",false,false,0.000
3,4,1,"{ 2, 3 }",true,true,0.000
3,4,1,"{ 2, 3 }",true,true,0.000
3,4,2,"{ 1, 3 }",true,true,0.000
3,4,2,"{ 1, 3 }",true,true,0.000
3,4,3,"{ 1, 2 }",true,true,0.000
3,4,3,"{ 1, 2 }",true,true,0.000
4,5,1,"{ 2, 3, 4 }",true,true,0.000
4,5,1,"{ 2, 3, 4 }",true,true,0.000
4,5,1,"{ 2, 3, 4 }",true,true,0.000
4,5,2,"{ 1, 3, 4 }",true,true,0.000
4,5,2,"{ 1, 3, 4 }",true,true,0.000
4,5,2,"{ 1, 3, 4 }",true,true,0.000
4,5,3,"{ 1, 2, 4 }",true,true,0.000
4,5,3,"{ 1, 2, 4 }",true,true,0.000
4,5,3,"{ 1, 2, 4 }",true,true,0.000
4,5,4,"{ 1, 2, 3 }",true,true,0.000
4,5,4,"{ 1, 2, 3 }",true,true,0.000
4,5,4,"{ 1, 2, 3 }",true,true,0.000
4,6,1,"{ 2, 3, 4 }",true,true,0.000
4,6,1,"{ 2, 3, 4 }",true,true,0.000
4,6,1,"{ 2, 3, 4 }",true,true,0.000
4,6,2,"{ 1, 3, 4 }",true,true,0.000
4,6,2,"{ 1, 3, 4 }",true,true,0.000
4,6,2,"{ 1, 3, 4 }",true,true,0.000
4,6,3,"{ 1, 2, 4 }",true,true,0.000
4,6,3,"{ 1, 2, 4 }",true,true,0.000
4,6,3,"{ 1, 2, 4 }",true,true,0.000
4,6,4,"{ 1, 2, 3 }",true,true,0.000
4,6,4,"{ 1, 2, 3 }",true,true,0.000
4,6,4,"{ 1, 2, 3 }",true,true,0.000
5,7,1,"{ 2 }",false,false,0.000
5,7,1,"{ 3 }",false,false,0.000
5,7,1,"{ 4 }",false,false,0.000
5,7,1,"{ 5 }",false,false,0.000
5,7,2,"{ 1 }",false,false,0.000
5,7,2,"{ 3 }",false,false,0.000
5,7,2,"{ 4 }",false,false,0.000
5,7,2,"{ 5 }",false,false,0.000
5,7,3,"{ 1 }",false,false,0.000
5,7,3,"{ 2 }",false,false,0.000
5,7,3,"{ 4 }",false,false,0.000
5,7,3,"{ 5 }",false,false,0.000
5,7,4,"{ 1 }",false,false,0.000
5,7,4,"{ 2 }",false,false,0.000
5,7,4,"{ 3 }",false,false,0.000
5,7,4,"{ 5 }",false,false,0.000
5,7,5,"{ 1 }",false,false,0.000
5,7,5,"{ 2 }",false,false,0.000
5,7,5,"{ 3 }",false,false,0.000
5,7,5,"{ 4 }",false,false,0.000
5,8,1,"{ 2, 5 }",true,true,0.000
5,8,1,"{ 2, 5 }",true,true,0.000
5,8,1,"{ 3, 4 }",true,true,0.000
5,8,1,"{ 3, 4 }",true,true,0.000
5,8,2,"{ 1, 3 }",true,true,0.000
5,8,2,"{ 1, 3 }",true,true,0.000
5,8,2,"{ 4, 5 }",true,true,0.000
5,8,2,"{ 4, 5 }",true,true,0.000
5,8,3,"{ 1, 5 }",true,true,0.000
5,8,3,"{ 1, 5 }",true,true,0.000
5,8,3,"{ 2, 4 }",true,true,0.000
5,8,3,"{ 2, 4 }",true,true,0.000
5,8,4,"{ 3, 5 }",true,true,0.000
5,8,4,"{ 3, 5 }",true,true,0.000
5,8,4,"{ 1, 2 }",true,true,0.000
5,8,4,"{ 1, 2 }",true,true,0.000
5,8,5,"{ 1, 4 }",true,true,0.000
5,8,5,"{ 1, 4 }",true,true,0.000
5,8,5,"{ 2, 3 }",true,true,0.000
5,8,5,"{ 2, 3 }",true,true,0.000
5,9,1,"{ 2, 3, 4, 5 }",true,true,0.000
5,9,1,"{ 2, 3, 4, 5 }",true,true,0.000
5,9,1,"{ 2, 3, 4, 5 }",true,true,0.000
5,9,1,"{ 2, 3, 4, 5 }",true,true,0.000
5,9,2,"{ 1, 3, 4, 5 }",true,true,0.000
5,9,2,"{ 1, 3, 4, 5 }",true,true,0.000
5,9,2,"{ 1, 3, 4, 5 }",true,true,0.000
5,9,2,"{ 1, 3, 4, 5 }",true,true,0.000
5,9,3,"{ 1, 2, 4, 5 }",true,true,0.000
5,9,3,"{ 1, 2, 4, 5 }",true,true,0.000
5,9,3,"{ 1, 2, 4, 5 }",true,true,0.000
5,9,3,"{ 1, 2, 4, 5 }",true,true,0.000
5,9,4,"{ 1, 2, 3, 5 }",true,true,0.000
5,9,4,"{ 1, 2, 3, 5 }",true,true,0.000
5,9,4,"{ 1, 2, 3, 5 }",true,true,0.000
5,9,4,"{ 1, 2, 3, 5 }",true,true,0.000
5,9,5,"{ 1, 2, 3, 4 }",true,true,0.000
5,9,5,"{ 1, 2, 3, 4 }",true,true,0.000
5,9,5,"{ 1, 2, 3, 4 }",true,true,0.000
5,9,5,"{ 1, 2, 3, 4 }",true,true,0.000
5,10,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,10,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,10,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,10,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,10,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,10,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,10,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,10,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,10,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,10,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,10,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,10,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,10,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,10,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,10,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,10,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,10,5,"{ 1, 2, 3, 4 }",true,true,0.010
5,10,5,"{ 1, 2, 3, 4 }",true,true,0.010
5,10,5,"{ 1, 2, 3, 4 }",true,true,0.010
5,10,5,"{ 1, 2, 3, 4 }",true,true,0.010
5,11,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,11,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,11,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,11,1,"{ 2, 3, 4, 5 }",true,true,0.010
5,11,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,11,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,11,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,11,2,"{ 1, 3, 4, 5 }",true,true,0.010
5,11,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,11,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,11,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,11,3,"{ 1, 2, 4, 5 }",true,true,0.010
5,11,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,11,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,11,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,11,4,"{ 1, 2, 3, 5 }",true,true,0.010
5,11,5,"{ 1, 2, 3, 4 }",true,true,0.010
5,11,5,"{ 1, 2, 3, 4 }",true,true,0.010
5,11,5,"{ 1, 2, 3, 4 }",true,true,0.010
5,11,5,"{ 1, 2, 3, 4 }",true,true,0.010
6,12,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,12,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,12,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,12,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,12,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,12,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,12,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,12,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,12,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,12,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,12,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,12,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,12,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,12,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,12,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,12,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,12,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,12,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,12,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,12,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,12,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,12,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,12,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,12,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,12,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,12,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,12,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,12,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,12,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,12,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,13,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,13,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,13,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,13,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,13,1,"{ 2, 3, 4, 5, 6 }",true,true,0.010
6,13,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,13,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,13,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,13,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,13,2,"{ 1, 3, 4, 5, 6 }",true,true,0.010
6,13,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,13,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,13,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,13,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,13,3,"{ 1, 2, 4, 5, 6 }",true,true,0.010
6,13,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,13,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,13,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,13,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,13,4,"{ 1, 2, 3, 5, 6 }",true,true,0.010
6,13,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,13,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,13,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,13,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,13,5,"{ 1, 2, 3, 4, 6 }",true,true,0.010
6,13,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,13,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,13,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,13,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,13,6,"{ 1, 2, 3, 4, 5 }",true,true,0.010
6,14,1,"{ 2, 3, 4, 5, 6 }",true,true,0.030
6,14,1,"{ 2, 3, 4, 5, 6 }",true,true,0.030
6,14,1,"{ 2, 3, 4, 5, 6 }",true,true,0.030
6,14,1,"{ 2, 3, 4, 5, 6 }",true,true,0.030
6,14,1,"{ 2, 3, 4, 5, 6 }",true,true,0.030
6,14,2,"{ 1, 3, 4, 5, 6 }",true,true,0.030
6,14,2,"{ 1, 3, 4, 5, 6 }",true,true,0.030
6,14,2,"{ 1, 3, 4, 5, 6 }",true,true,0.030
6,14,2,"{ 1, 3, 4, 5, 6 }",true,true,0.030
6,14,2,"{ 1, 3, 4, 5, 6 }",true,true,0.030
6,14,3,"{ 1, 2, 4, 5, 6 }",true,true,0.030
6,14,3,"{ 1, 2, 4, 5, 6 }",true,true,0.030
6,14,3,"{ 1, 2, 4, 5, 6 }",true,true,0.030
6,14,3,"{ 1, 2, 4, 5, 6 }",true,true,0.030
6,14,3,"{ 1, 2, 4, 5, 6 }",true,true,0.030
6,14,4,"{ 1, 2, 3, 5, 6 }",true,true,0.030
6,14,4,"{ 1, 2, 3, 5, 6 }",true,true,0.030
6,14,4,"{ 1, 2, 3, 5, 6 }",true,true,0.030
6,14,4,"{ 1, 2, 3, 5, 6 }",true,true,0.030
6,14,4,"{ 1, 2, 3, 5, 6 }",true,true,0.030
6,14,5,"{ 1, 2, 3, 4, 6 }",true,true,0.030
6,14,5,"{ 1, 2, 3, 4, 6 }",true,true,0.030
6,14,5,"{ 1, 2, 3, 4, 6 }",true,true,0.030
6,14,5,"{ 1, 2, 3, 4, 6 }",true,true,0.030
6,14,5,"{ 1, 2, 3, 4, 6 }",true,true,0.030
6,14,6,"{ 1, 2, 3, 4, 5 }",true,true,0.030
6,14,6,"{ 1, 2, 3, 4, 5 }",true,true,0.030
6,14,6,"{ 1, 2, 3, 4, 5 }",true,true,0.030
6,14,6,"{ 1, 2, 3, 4, 5 }",true,true,0.030
6,14,6,"{ 1, 2, 3, 4, 5 }",true,true,0.030
6,15,1,"{ 2, 3, 4, 5, 6 }",true,true,0.060
6,15,1,"{ 2, 3, 4, 5, 6 }",true,true,0.060
6,15,1,"{ 2, 3, 4, 5, 6 }",true,true,0.060
6,15,1,"{ 2, 3, 4, 5, 6 }",true,true,0.060
6,15,1,"{ 2, 3, 4, 5, 6 }",true,true,0.060
6,15,2,"{ 1, 3, 4, 5, 6 }",true,true,0.060
6,15,2,"{ 1, 3, 4, 5, 6 }",true,true,0.060
6,15,2,"{ 1, 3, 4, 5, 6 }",true,true,0.060
6,15,2,"{ 1, 3, 4, 5, 6 }",true,true,0.060
6,15,2,"{ 1, 3, 4, 5, 6 }",true,true,0.060
6,15,3,"{ 1, 2, 4, 5, 6 }",true,true,0.060
6,15,3,"{ 1, 2, 4, 5, 6 }",true,true,0.060
6,15,3,"{ 1, 2, 4, 5, 6 }",true,true,0.060
6,15,3,"{ 1, 2, 4, 5, 6 }",true,true,0.060
6,15,3,"{ 1, 2, 4, 5, 6 }",true,true,0.060
6,15,4,"{ 1, 2, 3, 5, 6 }",true,true,0.060
6,15,4,"{ 1, 2, 3, 5, 6 }",true,true,0.060
6,15,4,"{ 1, 2, 3, 5, 6 }",true,true,0.060
6,15,4,"{ 1, 2, 3, 5, 6 }",true,true,0.060
6,15,4,"{ 1, 2, 3, 5, 6 }",true,true,0.060
6,15,5,"{ 1, 2, 3, 4, 6 }",true,true,0.060
6,15,5,"{ 1, 2, 3, 4, 6 }",true,true,0.060
6,15,5,"{ 1, 2, 3, 4, 6 }",true,true,0.060
6,15,5,"{ 1, 2, 3, 4, 6 }",true,true,0.060
6,15,5,"{ 1, 2, 3, 4, 6 }",true,true,0.060
6,15,6,"{ 1, 2, 3, 4, 5 }",true,true,0.060
6,15,6,"{ 1, 2, 3, 4, 5 }",true,true,0.060
6,15,6,"{ 1, 2, 3, 4, 5 }",true,true,0.060
6,15,6,"{ 1, 2, 3, 4, 5 }",true,true,0.060
6,15,6,"{ 1, 2, 3, 4, 5 }",true,true,0.060
7,16,1,"{ 2 }",false,false,0.000
7,16,1,"{ 3 }",false,false,0.000
7,16,1,"{ 4 }",false,false,0.000
7,16,1,"{ 7 }",false,false,0.000
7,16,1,"{ 5 }",false,false,0.000
7,16,1,"{ 6 }",false,false,0.000
7,16,2,"{ 1 }",false,false,0.000
7,16,2,"{ 3 }",false,false,0.000
7,16,2,"{ 4 }",false,false,0.000
7,16,2,"{ 7 }",false,false,0.000
7,16,2,"{ 5 }",false,false,0.000
7,16,2,"{ 6 }",false,false,0.000
7,16,3,"{ 1 }",false,false,0.000
7,16,3,"{ 2 }",false,false,0.000
7,16,3,"{ 4 }",false,false,0.000
7,16,3,"{ 7 }",false,false,0.000
7,16,3,"{ 5 }",false,false,0.000
7,16,3,"{ 6 }",false,false,0.000
7,16,4,"{ 1 }",false,false,0.000
7,16,4,"{ 2 }",false,false,0.000
7,16,4,"{ 3 }",false,false,0.000
7,16,4,"{ 7 }",false,false,0.000
7,16,4,"{ 5 }",false,false,0.000
7,16,4,"{ 6 }",false,false,0.000
7,16,5,"{ 1 }",false,false,0.000
7,16,5,"{ 2 }",false,false,0.000
7,16,5,"{ 3 }",false,false,0.000
7,16,5,"{ 4 }",false,false,0.000
7,16,5,"{ 7 }",false,false,0.000
7,16,5,"{ 6 }",false,false,0.000
7,16,6,"{ 1 }",false,false,0.000
7,16,6,"{ 2 }",false,false,0.000
7,16,6,"{ 3 }",false,false,0.000
7,16,6,"{ 4 }",false,false,0.000
7,16,6,"{ 7 }",false,false,0.000
7,16,6,"{ 5 }",false,false,0.000
7,16,7,"{ 1 }",false,false,0.000
7,16,7,"{ 2 }",false,false,0.000
7,16,7,"{ 3 }",false,false,0.000
7,16,7,"{ 4 }",false,false,0.000
7,16,7,"{ 5 }",false,false,0.000
7,16,7,"{ 6 }",false,false,0.000
7,17,1,"{ 3, 6 }",true,true,0.000
7,17,1,"{ 3, 6 }",true,true,0.000
7,17,1,"{ 2, 7 }",true,true,0.000
7,17,1,"{ 2, 7 }",true,true,0.000
7,17,1,"{ 4, 5 }",true,true,0.000
7,17,1,"{ 4, 5 }",true,true,0.000
7,17,2,"{ 4, 7 }",true,true,0.000
7,17,2,"{ 4, 7 }",true,true,0.000
7,17,2,"{ 1, 3 }",true,true,0.000
7,17,2,"{ 1, 3 }",true,true,0.000
7,17,2,"{ 5, 6 }",true,true,0.000
7,17,2,"{ 5, 6 }",true,true,0.000
7,17,3,"{ 1, 5 }",true,true,0.000
7,17,3,"{ 1, 5 }",true,true,0.000
7,17,3,"{ 2, 4 }",true,true,0.000
7,17,3,"{ 2, 4 }",true,true,0.000
7,17,3,"{ 6, 7 }",true,true,0.000
7,17,3,"{ 6, 7 }",true,true,0.000
7,17,4,"{ 2, 6 }",true,true,0.000
7,17,4,"{ 2, 6 }",true,true,0.000
7,17,4,"{ 3, 5 }",true,true,0.000
7,17,4,"{ 3, 5 }",true,true,0.000
7,17,4,"{ 1, 7 }",true,true,0.000
7,17,4,"{ 1, 7 }",true,true,0.000
7,17,5,"{ 4, 6 }",true,true,0.000
7,17,5,"{ 4, 6 }",true,true,0.000
7,17,5,"{ 1, 2 }",true,true,0.000
7,17,5,"{ 1, 2 }",true,true,0.000
7,17,5,"{ 3, 7 }",true,true,0.000
7,17,5,"{ 3, 7 }",true,true,0.000
7,17,6,"{ 1, 4 }",true,true,0.000
7,17,6,"{ 1, 4 }",true,true,0.000
7,17,6,"{ 2, 3 }",true,true,0.000
7,17,6,"{ 2, 3 }",true,true,0.000
7,17,6,"{ 5, 7 }",true,true,0.000
7,17,6,"{ 5, 7 }",true,true,0.000
7,17,7,"{ 2, 5 }",true,true,0.000
7,17,7,"{ 2, 5 }",true,true,0.000
7,17,7,"{ 3, 4 }",true,true,0.000
7,17,7,"{ 3, 4 }",true,true,0.000
7,17,7,"{ 1, 6 }",true,true,0.000
7,17,7,"{ 1, 6 }",true,true,0.000
7,18,1,"{ 2, 3, 5 }",false,false,0.010
7,18,1,"{ 2, 3, 5 }",false,false,0.010
7,18,1,"{ 2, 3, 5 }",false,false,0.010
7,18,1,"{ 4, 6, 7 }",false,false,0.010
7,18,1,"{ 4, 6, 7 }",false,false,0.010
7,18,1,"{ 4, 6, 7 }",false,false,0.010
7,18,2,"{ 3, 4, 6 }",false,false,0.010
7,18,2,"{ 3, 4, 6 }",false,false,0.010
7,18,2,"{ 3, 4, 6 }",false,false,0.010
7,18,2,"{ 1, 5, 7 }",false,false,0.010
7,18,2,"{ 1, 5, 7 }",false,false,0.010
7,18,2,"{ 1, 5, 7 }",false,false,0.010
7,18,3,"{ 4, 5, 7 }",false,false,0.010
7,18,3,"{ 4, 5, 7 }",false,false,0.010
7,18,3,"{ 4, 5, 7 }",false,false,0.010
7,18,3,"{ 1, 2, 6 }",false,false,0.010
7,18,3,"{ 1, 2, 6 }",false,false,0.010
7,18,3,"{ 1, 2, 6 }",false,false,0.010
7,18,4,"{ 1, 5, 6 }",false,false,0.010
7,18,4,"{ 1, 5, 6 }",false,false,0.010
7,18,4,"{ 1, 5, 6 }",false,false,0.010
7,18,4,"{ 2, 3, 7 }",false,false,0.010
7,18,4,"{ 2, 3, 7 }",false,false,0.010
7,18,4,"{ 2, 3, 7 }",false,false,0.010
7,18,5,"{ 2, 6, 7 }",false,false,0.010
7,18,5,"{ 2, 6, 7 }",false,false,0.010
7,18,5,"{ 2, 6, 7 }",false,false,0.010
7,18,5,"{ 1, 3, 4 }",false,false,0.010
7,18,5,"{ 1, 3, 4 }",false,false,0.010
7,18,5,"{ 1, 3, 4 }",false,false,0.010
7,18,6,"{ 1, 3, 7 }",false,false,0.010
7,18,6,"{ 1, 3, 7 }",false,false,0.010
7,18,6,"{ 1, 3, 7 }",false,false,0.010
7,18,6,"{ 2, 4, 5 }",false,false,0.010
7,18,6,"{ 2, 4, 5 }",false,false,0.010
7,18,6,"{ 2, 4, 5 }",false,false,0.010
7,18,7,"{ 3, 5, 6 }",false,false,0.010
7,18,7,"{ 3, 5, 6 }",false,false,0.010
7,18,7,"{ 3, 5, 6 }",false,false,0.010
7,18,7,"{ 1, 2, 4 }",false,false,0.010
7,18,7,"{ 1, 2, 4 }",false,false,0.010
7,18,7,"{ 1, 2, 4 }",false,false,0.010
7,19,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.010
7,19,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.010
7,19,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.010
7,19,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.010
7,19,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.010
7,19,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.010
7,19,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.010
7,19,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.010
7,19,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.010
7,19,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.010
7,19,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.010
7,19,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.010
7,19,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.010
7,19,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.010
7,19,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.010
7,19,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.010
7,19,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.010
7,19,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.010
7,19,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.010
7,19,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.010
7,19,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.010
7,19,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.010
7,19,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.010
7,19,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.010
7,19,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.010
7,19,7,"{ 1, 2, 3, 4, 5, 6 }",true,true,0.010
7,19,7,"{ 1, 2, 3, 4, 5, 6 }",true,true,0.010
7,19,7,"{ 1, 2, 3, 4, 5, 6 }",true,true,0.010
7,19,7,"{ 1, 2, 3, 4, 5, 6 }",true,true,0.010
7,19,7,"{ 1, 2, 3, 4, 5, 6 }",true,true,0.010
7,19,7,"{ 1, 2, 3, 4, 5, 6 }",true,true,0.010
7,20,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,1,"{ 2, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,2,"{ 1, 3, 4, 5, 6, 7 }",true,true,0.020
7,20,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.020
7,20,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.020
7,20,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.020
7,20,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.020
7,20,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.020
7,20,3,"{ 1, 2, 4, 5, 6, 7 }",true,true,0.020
7,20,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.020
7,20,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.020
7,20,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.020
7,20,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.020
7,20,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.020
7,20,4,"{ 1, 2, 3, 5, 6, 7 }",true,true,0.020
7,20,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.020
7,20,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.020
7,20,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.020
7,20,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.020
7,20,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.020
7,20,5,"{ 1, 2, 3, 4, 6, 7 }",true,true,0.020
7,20,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.020
7,20,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.020
7,20,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.020
7,20,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.020
7,20,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.020
7,20,6,"{ 1, 2, 3, 4, 5, 7 }",true,true,0.020
7,20,7,"{ 1, 2, 3, 4, 5, 6 }",true,true,0.020
