degree,numGrp,alpha,delta,isSelfPaired,isGrphKM,time
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,43,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.070
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,44,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.150
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,6,"{ 1, 2, 3, 4, 5, 7, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,7,"{ 1, 2, 3, 4, 5, 6, 8, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,8,"{ 1, 2, 3, 4, 5, 6, 7, 9, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,9,"{ 1, 2, 3, 4, 5, 6, 7, 8, 10 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,45,10,"{ 1, 2, 3, 4, 5, 6, 7, 8, 9 }",true,true,0.160
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,1,"{ 2, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,2,"{ 1, 3, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,3,"{ 1, 2, 4, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,4,"{ 1, 2, 3, 5, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
10,46,5,"{ 1, 2, 3, 4, 6, 7, 8, 9, 10 }",true,true,0.140
